https://www.wikidata.org/wiki/Q24181353,https://www.wikidata.org/wiki/Q24224684,,,
https://www.wikidata.org/wiki/Q62310418,https://www.wikidata.org/wiki/Q62310417,https://www.wikidata.org/wiki/Q14864590,https://www.wikidata.org/wiki/Q14914061,
https://www.wikidata.org/wiki/Q62140191,https://www.wikidata.org/wiki/Q62140190,https://www.wikidata.org/wiki/Q14902314,,https://www.wikidata.org/wiki/Q17160826
https://www.wikidata.org/wiki/Q23227181,https://www.wikidata.org/wiki/Q30519211,https://www.wikidata.org/wiki/Q14763010,https://www.wikidata.org/wiki/Q14817979,
https://www.wikidata.org/wiki/Q23585807,https://www.wikidata.org/wiki/Q23290172,https://www.wikidata.org/wiki/Q2996394,https://www.wikidata.org/wiki/Q14860489,https://www.wikidata.org/wiki/Q5058355
,,,,
https://www.wikidata.org/wiki/Q62787787,https://www.wikidata.org/wiki/Q62787784,,,
https://www.wikidata.org/wiki/Q24130298,https://www.wikidata.org/wiki/Q23078111,,,https://www.wikidata.org/wiki/Q14349455
https://www.wikidata.org/wiki/Q29801550,https://www.wikidata.org/wiki/Q29798584,,,https://www.wikidata.org/wiki/Q14349455
https://www.wikidata.org/wiki/Q22233817,https://www.wikidata.org/wiki/Q22229231,https://www.wikidata.org/wiki/Q1057,https://www.wikidata.org/wiki/Q14912987,
https://www.wikidata.org/wiki/Q29739228,https://www.wikidata.org/wiki/Q29822434,,,
https://www.wikidata.org/wiki/Q24134499,https://www.wikidata.org/wiki/Q24134499,,https://www.wikidata.org/wiki/Q21756654,
,https://www.wikidata.org/wiki/Q23451500,https://www.wikidata.org/wiki/Q14633883,https://www.wikidata.org/wiki/Q14817979,
https://www.wikidata.org/wiki/Q56576162,https://www.wikidata.org/wiki/Q18969989,,https://www.wikidata.org/wiki/Q14860365,https://www.wikidata.org/wiki/Q79899
https://www.wikidata.org/wiki/Q29727658,https://www.wikidata.org/wiki/Q29817783,https://www.wikidata.org/wiki/Q33123,https://www.wikidata.org/wiki/Q14863977,https://www.wikidata.org/wiki/Q14645596
https://www.wikidata.org/wiki/Q23594386,https://www.wikidata.org/wiki/Q23413114,https://www.wikidata.org/wiki/Q1435575,https://www.wikidata.org/wiki/Q14864384,https://www.wikidata.org/wiki/Q14349455
https://www.wikidata.org/wiki/Q23621265,https://www.wikidata.org/wiki/Q23334978,,,
https://www.wikidata.org/wiki/Q23547840,https://www.wikidata.org/wiki/Q23233216,,,
https://www.wikidata.org/wiki/Q23513851,https://www.wikidata.org/wiki/Q23195696,,https://www.wikidata.org/wiki/Q14633858,
https://www.wikidata.org/wiki/Q23275127,https://www.wikidata.org/wiki/Q27746919,,https://www.wikidata.org/wiki/Q14633866,
https://www.wikidata.org/wiki/Q27540433,https://www.wikidata.org/wiki/Q27547626,https://www.wikidata.org/wiki/Q14916134,https://www.wikidata.org/wiki/Q22320802,https://www.wikidata.org/wiki/Q2064069
https://www.wikidata.org/wiki/Q23365675,https://www.wikidata.org/wiki/Q23632921,https://www.wikidata.org/wiki/Q1057,https://www.wikidata.org/wiki/Q21103232,
https://www.wikidata.org/wiki/Q23579209,https://www.wikidata.org/wiki/Q23579209,,https://www.wikidata.org/wiki/Q14861864,https://www.wikidata.org/wiki/Q3824358
https://www.wikidata.org/wiki/Q23434769,https://www.wikidata.org/wiki/Q23129386,https://www.wikidata.org/wiki/Q518328,https://www.wikidata.org/wiki/Q21762541,https://www.wikidata.org/wiki/Q79899
https://www.wikidata.org/wiki/Q29832102,https://www.wikidata.org/wiki/Q29832102,https://www.wikidata.org/wiki/Q187640,https://www.wikidata.org/wiki/Q14633862,
https://www.wikidata.org/wiki/Q23209154,https://www.wikidata.org/wiki/Q23536954,https://www.wikidata.org/wiki/Q21102193,https://www.wikidata.org/wiki/Q14645703,
https://www.wikidata.org/wiki/Q24278044,https://www.wikidata.org/wiki/Q23111047,,https://www.wikidata.org/wiki/Q14864825,
https://www.wikidata.org/wiki/Q62241307,https://www.wikidata.org/wiki/Q62241305,,,https://www.wikidata.org/wiki/Q189094
https://www.wikidata.org/wiki/Q18037827,https://www.wikidata.org/wiki/Q21123299,,https://www.wikidata.org/wiki/Q14330639,https://www.wikidata.org/wiki/Q220599
https://www.wikidata.org/wiki/Q62259392,https://www.wikidata.org/wiki/Q62259391,https://www.wikidata.org/wiki/Q162643,https://www.wikidata.org/wiki/Q21134371,https://www.wikidata.org/wiki/Q22327981
https://www.wikidata.org/wiki/Q24225153,https://www.wikidata.org/wiki/Q23446087,https://www.wikidata.org/wiki/Q14911727,https://www.wikidata.org/wiki/Q14633858,https://www.wikidata.org/wiki/Q22328501
https://www.wikidata.org/wiki/Q62296534,https://www.wikidata.org/wiki/Q62296536,https://www.wikidata.org/wiki/Q14907973,https://www.wikidata.org/wiki/Q14865768,
https://www.wikidata.org/wiki/Q23273253,https://www.wikidata.org/wiki/Q27745958,,,
https://www.wikidata.org/wiki/Q28560160,https://www.wikidata.org/wiki/Q23065100,https://www.wikidata.org/wiki/Q1057,https://www.wikidata.org/wiki/Q14353168,https://www.wikidata.org/wiki/Q79899
https://www.wikidata.org/wiki/Q23137811,https://www.wikidata.org/wiki/Q24145505,,,
https://www.wikidata.org/wiki/Q21172740,https://www.wikidata.org/wiki/Q21174666,https://www.wikidata.org/wiki/Q14884610,https://www.wikidata.org/wiki/Q14884610,
https://www.wikidata.org/wiki/Q23446163,https://www.wikidata.org/wiki/Q23595789,https://www.wikidata.org/wiki/Q1057,https://www.wikidata.org/wiki/Q14817981,
https://www.wikidata.org/wiki/Q24133614,https://www.wikidata.org/wiki/Q23081588,https://www.wikidata.org/wiki/Q242736,https://www.wikidata.org/wiki/Q14863083,
,,,,
https://www.wikidata.org/wiki/Q24106927,https://www.wikidata.org/wiki/Q23322793,https://www.wikidata.org/wiki/Q14633883,https://www.wikidata.org/wiki/Q14633858,https://www.wikidata.org/wiki/Q14349455
https://www.wikidata.org/wiki/Q24115419,https://www.wikidata.org/wiki/Q24121814,https://www.wikidata.org/wiki/Q21758090,,https://www.wikidata.org/wiki/Q21761612
https://www.wikidata.org/wiki/Q18265223,https://www.wikidata.org/wiki/Q21498467,https://www.wikidata.org/wiki/Q14863706,https://www.wikidata.org/wiki/Q14330639,https://www.wikidata.org/wiki/Q79927
https://www.wikidata.org/wiki/Q18306171,https://www.wikidata.org/wiki/Q21985736,https://www.wikidata.org/wiki/Q14851952,https://www.wikidata.org/wiki/Q14326094,https://www.wikidata.org/wiki/Q3824358
https://www.wikidata.org/wiki/Q23284287,https://www.wikidata.org/wiki/Q23581975,https://www.wikidata.org/wiki/Q14862222,https://www.wikidata.org/wiki/Q14633858,
https://www.wikidata.org/wiki/Q6718309,https://www.wikidata.org/wiki/Q21480982,https://www.wikidata.org/wiki/Q332154,https://www.wikidata.org/wiki/Q14887309,https://www.wikidata.org/wiki/Q21105286
https://www.wikidata.org/wiki/Q62155849,https://www.wikidata.org/wiki/Q62155847,https://www.wikidata.org/wiki/Q14886350,https://www.wikidata.org/wiki/Q14330639,https://www.wikidata.org/wiki/Q79899
https://www.wikidata.org/wiki/Q23505497,https://www.wikidata.org/wiki/Q23183095,https://www.wikidata.org/wiki/Q14905693,https://www.wikidata.org/wiki/Q14905692,
https://www.wikidata.org/wiki/Q23266912,https://www.wikidata.org/wiki/Q27741862,https://www.wikidata.org/wiki/Q1057,https://www.wikidata.org/wiki/Q1735592,
https://www.wikidata.org/wiki/Q29801550,https://www.wikidata.org/wiki/Q23548647,https://www.wikidata.org/wiki/Q33123,https://www.wikidata.org/wiki/Q14353168,
https://www.wikidata.org/wiki/Q62257376,https://www.wikidata.org/wiki/Q62218798,https://www.wikidata.org/wiki/Q2996394,https://www.wikidata.org/wiki/Q14860489,https://www.wikidata.org/wiki/Q40260
https://www.wikidata.org/wiki/Q62283127,https://www.wikidata.org/wiki/Q62283126,,,
https://www.wikidata.org/wiki/Q23446163,https://www.wikidata.org/wiki/Q23327913,https://www.wikidata.org/wiki/Q2792936,https://www.wikidata.org/wiki/Q14860365,https://www.wikidata.org/wiki/Q21199067
https://www.wikidata.org/wiki/Q62257244,https://www.wikidata.org/wiki/Q62257243,https://www.wikidata.org/wiki/Q14865170,https://www.wikidata.org/wiki/Q21100624,https://www.wikidata.org/wiki/Q79899
https://www.wikidata.org/wiki/Q18266122,https://www.wikidata.org/wiki/Q21421179,https://www.wikidata.org/wiki/Q14916207,https://www.wikidata.org/wiki/Q14878342,https://www.wikidata.org/wiki/Q3493378
https://www.wikidata.org/wiki/Q18039699,https://www.wikidata.org/wiki/Q21110385,https://www.wikidata.org/wiki/Q14914008,https://www.wikidata.org/wiki/Q14840131,https://www.wikidata.org/wiki/Q79899
https://www.wikidata.org/wiki/Q59947587,https://www.wikidata.org/wiki/Q59947591,https://www.wikidata.org/wiki/Q14885221,https://www.wikidata.org/wiki/Q14888123,https://www.wikidata.org/wiki/Q22329061
https://www.wikidata.org/wiki/Q21691332,https://www.wikidata.org/wiki/Q21761604,https://www.wikidata.org/wiki/Q21106464,https://www.wikidata.org/wiki/Q14349613,https://www.wikidata.org/wiki/Q220599
https://www.wikidata.org/wiki/Q59742504,https://www.wikidata.org/wiki/Q59742496,https://www.wikidata.org/wiki/Q847556,https://www.wikidata.org/wiki/Q14633875,https://www.wikidata.org/wiki/Q21105408
https://www.wikidata.org/wiki/Q23271732,https://www.wikidata.org/wiki/Q27745294,https://www.wikidata.org/wiki/Q21135043,https://www.wikidata.org/wiki/Q14633858,
https://www.wikidata.org/wiki/Q62282038,https://www.wikidata.org/wiki/Q62282037,,,
https://www.wikidata.org/wiki/Q23565818,https://www.wikidata.org/wiki/Q23258705,,,
https://www.wikidata.org/wiki/Q24254004,https://www.wikidata.org/wiki/Q24254004,,https://www.wikidata.org/wiki/Q14349613,
https://www.wikidata.org/wiki/Q23233877,https://www.wikidata.org/wiki/Q24251989,https://www.wikidata.org/wiki/Q21112505,https://www.wikidata.org/wiki/Q21113412,https://www.wikidata.org/wiki/Q21440229
https://www.wikidata.org/wiki/Q23483114,https://www.wikidata.org/wiki/Q23182874,,,
https://www.wikidata.org/wiki/Q23222934,https://www.wikidata.org/wiki/Q30516033,,,
,,,,
https://www.wikidata.org/wiki/Q21495765,https://www.wikidata.org/wiki/Q24093906,,https://www.wikidata.org/wiki/Q14358476,https://www.wikidata.org/wiki/Q220599
https://www.wikidata.org/wiki/Q61600329,https://www.wikidata.org/wiki/Q61600322,https://www.wikidata.org/wiki/Q22305112,,https://www.wikidata.org/wiki/Q21126899
https://www.wikidata.org/wiki/Q23145219,https://www.wikidata.org/wiki/Q24148235,https://www.wikidata.org/wiki/Q14633883,https://www.wikidata.org/wiki/Q14633858,
https://www.wikidata.org/wiki/Q27470097,https://www.wikidata.org/wiki/Q27470097,,https://www.wikidata.org/wiki/Q14599303,
,,,,
https://www.wikidata.org/wiki/Q23633024,https://www.wikidata.org/wiki/Q23365779,,,
https://www.wikidata.org/wiki/Q23416032,https://www.wikidata.org/wiki/Q24121059,https://www.wikidata.org/wiki/Q21199321,https://www.wikidata.org/wiki/Q14860365,
https://www.wikidata.org/wiki/Q22235530,https://www.wikidata.org/wiki/Q28772339,https://www.wikidata.org/wiki/Q21108043,https://www.wikidata.org/wiki/Q14863658,https://www.wikidata.org/wiki/Q79899
https://www.wikidata.org/wiki/Q24113811,https://www.wikidata.org/wiki/Q22333951,,,
https://www.wikidata.org/wiki/Q23344189,https://www.wikidata.org/wiki/Q23624020,,,
https://www.wikidata.org/wiki/Q24416036,https://www.wikidata.org/wiki/Q28556510,https://www.wikidata.org/wiki/Q15311667,https://www.wikidata.org/wiki/Q14330639,https://www.wikidata.org/wiki/Q21100474
https://www.wikidata.org/wiki/Q23420915,https://www.wikidata.org/wiki/Q23093942,,,
https://www.wikidata.org/wiki/Q62258550,https://www.wikidata.org/wiki/Q62258551,,,https://www.wikidata.org/wiki/Q22330303
https://www.wikidata.org/wiki/Q24092402,https://www.wikidata.org/wiki/Q24092402,https://www.wikidata.org/wiki/Q21199241,https://www.wikidata.org/wiki/Q21106264,
https://www.wikidata.org/wiki/Q22311328,https://www.wikidata.org/wiki/Q22318431,https://www.wikidata.org/wiki/Q22295582,,https://www.wikidata.org/wiki/Q14327652
https://www.wikidata.org/wiki/Q23433708,https://www.wikidata.org/wiki/Q23433708,https://www.wikidata.org/wiki/Q2996394,https://www.wikidata.org/wiki/Q14860489,
https://www.wikidata.org/wiki/Q28984953,https://www.wikidata.org/wiki/Q30551349,,https://www.wikidata.org/wiki/Q14860365,
https://www.wikidata.org/wiki/Q29793736,https://www.wikidata.org/wiki/Q22233855,https://www.wikidata.org/wiki/Q1342838,,https://www.wikidata.org/wiki/Q14327652
https://www.wikidata.org/wiki/Q22263669,https://www.wikidata.org/wiki/Q22265554,,,https://www.wikidata.org/wiki/Q14327652
https://www.wikidata.org/wiki/Q23108181,https://www.wikidata.org/wiki/Q23451690,,,
https://www.wikidata.org/wiki/Q21174705,https://www.wikidata.org/wiki/Q21173698,https://www.wikidata.org/wiki/Q14859673,https://www.wikidata.org/wiki/Q14902499,https://www.wikidata.org/wiki/Q14349455
https://www.wikidata.org/wiki/Q56107517,https://www.wikidata.org/wiki/Q56077015,,,https://www.wikidata.org/wiki/Q14349455
https://www.wikidata.org/wiki/Q61494054,https://www.wikidata.org/wiki/Q61494052,,,https://www.wikidata.org/wiki/Q22327981
https://www.wikidata.org/wiki/Q23263239,https://www.wikidata.org/wiki/Q23568246,,,
https://www.wikidata.org/wiki/Q27540980,https://www.wikidata.org/wiki/Q27548135,https://www.wikidata.org/wiki/Q21159902,https://www.wikidata.org/wiki/Q14874307,https://www.wikidata.org/wiki/Q40260
https://www.wikidata.org/wiki/Q30562683,https://www.wikidata.org/wiki/Q28990849,,,
https://www.wikidata.org/wiki/Q23535201,https://www.wikidata.org/wiki/Q23207060,,https://www.wikidata.org/wiki/Q14353168,
https://www.wikidata.org/wiki/Q23184591,https://www.wikidata.org/wiki/Q23506264,https://www.wikidata.org/wiki/Q21199241,https://www.wikidata.org/wiki/Q21763260,
https://www.wikidata.org/wiki/Q14905352,https://www.wikidata.org/wiki/Q14905354,https://www.wikidata.org/wiki/Q1410794,https://www.wikidata.org/wiki/Q14861063,
https://www.wikidata.org/wiki/Q24103877,https://www.wikidata.org/wiki/Q23319629,,,
